branch,file,function_addr,candidate_role,score,confidence,evidence_level,callers,callees,xdata_refs,string_refs,similarity_to_dks_5A7F,notes
A03_A04,A03_26.PZU,0x9EEC,unknown,2.0,hypothesis,manual_static,0xAE23|0xAE2F,,call_xref_lcalls=2; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A03_26.PZU,0x9F29,unknown,1.0,hypothesis,manual_static,0x9F15,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A03_26.PZU,0x9F34,unknown,1.0,hypothesis,manual_static,0x66FC,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A03_26.PZU,0x9F58,state_reader_or_packet_builder,4.0,hypothesis,manual_static,0xADDE,,call_xref_lcalls=1; bb_parent_hits=4,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A03_26.PZU,0x9FD8,state_reader_or_packet_builder,3.0,hypothesis,manual_static,0x9F8A|0x9F90|0x9F96|0x9F9C|0x9FA2|0x9FA8|0x9FAE|0x9FB4|0x9FBA|0x9FC0|0x9FC6|0x9FCC|0x9FD2,,call_xref_lcalls=13; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A03_26.PZU,0xA241,unknown,2.0,hypothesis,manual_static,0x9F8D|0x9F93|0x9F99|0x9F9F|0x9FA5|0x9FAB|0x9FB1|0x9FB7|0x9FBD|0x9FC3|0x9FC9|0x9FCF|0x9FD5,,call_xref_lcalls=13; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A03_26.PZU,0xA248,unknown,2.0,hypothesis,manual_static,0xADE1,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A03_26.PZU,0xA26E,unknown,2.0,hypothesis,manual_static,0x9F5D,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A03_26.PZU,0xA2F5,state_update_worker,3.0,hypothesis,manual_static,0x9F70,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A03_26.PZU,0xA900,dispatcher_or_router,6.0,hypothesis,manual_static,0x65F6,,queue@0x329C; call_xref_lcalls=1; bb_parent_hits=23,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x4100,dispatcher_or_router,2.0,hypothesis,manual_static,,,bb_parent_hits=12,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x4176,state_reader_or_packet_builder,2.0,hypothesis,manual_static,,,bb_parent_hits=7,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x41D0,unknown,1.0,hypothesis,manual_static,,0x41E8,bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x41E8,unknown,1.0,hypothesis,manual_static,0x41D0,,call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x492E,unknown,1.0,hypothesis,manual_static,,,bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x4954,unknown,1.0,hypothesis,manual_static,,,bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x497A,dispatcher_or_router,6.0,hypothesis,callgraph_match,,,packet_window@0x5003-0x5010; bb_parent_hits=69,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x669B,unknown,1.0,hypothesis,manual_static,0x62A0|0x62D9,,call_xref_lcalls=2; bb_parent_hits=4,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x66B1,unknown,1.0,hypothesis,manual_static,0x7161,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x66C0,unknown,1.0,hypothesis,manual_static,0x663F,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x66D4,unknown,1.0,hypothesis,manual_static,0x668E,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x66E4,unknown,1.0,hypothesis,manual_static,0xB463,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x66FC,unknown,1.0,hypothesis,manual_static,0xAE12,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x670C,unknown,1.0,hypothesis,manual_static,0xA27E|0xB473,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6717,unknown,1.0,hypothesis,manual_static,0x6347|0x636D|0x86E9|0x86FA|0xA659|0xA66A|0xA67B|0xA68C|0xA69D|0xA6AE|0xA6BF|0xA6D0|0xA6E7|0xA6F8|0xA709|0xA71A|0xA72B|0xA73C|0xA74D|0xA75E,,call_xref_lcalls=20; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x67BE,unknown,1.0,hypothesis,manual_static,0x41FC|0x7FA6|0x8EB5,,call_xref_lcalls=3; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x67D1,unknown,2.0,hypothesis,manual_static,0x7FAF,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x67D4,unknown,1.0,hypothesis,manual_static,0x6B18,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x67EB,unknown,1.0,hypothesis,manual_static,0x63C4|0x65B2|0x948A|0xAE0B,,call_xref_lcalls=4; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x67F2,unknown,1.0,hypothesis,manual_static,0x638C|0x63E8|0x6533|0x653D|0x6547|0x6551|0x655B|0x6565|0x656F|0x6579|0x6583|0x658D|0x6618|0x661B|0x661E|0x6621|0x6624|0x6627|0x662A|0x6637|0xA233,,call_xref_lcalls=21; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6806,unknown,1.0,hypothesis,manual_static,0x6489|0x649A,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6813,unknown,1.0,hypothesis,manual_static,0x4204|0x6464|0x7FAC|0x8EBB,,call_xref_lcalls=4; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6826,unknown,1.0,hypothesis,manual_static,0x65AC|0x86EF|0x8705|0xA663|0xA674|0xA685|0xA696|0xA6A7|0xA6B8|0xA6C9|0xA6EE|0xA6FF|0xA710|0xA721|0xA732|0xA743|0xA754,,call_xref_lcalls=17; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6868,unknown,1.0,hypothesis,manual_static,0xA21A,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6869,unknown,1.0,hypothesis,manual_static,0x943C,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6874,unknown,1.0,hypothesis,manual_static,0xA2FA|0xA302,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x687B,unknown,1.0,hypothesis,manual_static,0x6402|0x65EC|0x7F63|0x8F7A|0xA312,0x68DE,call_xref_lcalls=5; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6884,unknown,1.0,hypothesis,manual_static,0x6506,0x68DE,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x688F,unknown,1.0,hypothesis,manual_static,0xA30B,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x689E,unknown,1.0,hypothesis,manual_static,0x6455|0x64B6|0x7FBD|0x807A,,call_xref_lcalls=4; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x68A6,unknown,1.0,hypothesis,manual_static,0x63BA|0x640B|0x64D6|0x64EE|0x65FA,0x68DE,call_xref_lcalls=5; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x68DE,unknown,1.0,hypothesis,manual_static,0x687B|0x6884|0x68A6,,call_xref_lcalls=3; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x68ED,unknown,1.0,hypothesis,manual_static,0x8008,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x69C1,unknown,1.0,hypothesis,manual_static,0x630C|0x6328|0x632B|0x632E|0x6331,,call_xref_lcalls=5; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x69E7,unknown,1.0,hypothesis,manual_static,0x6334|0x635A,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x69FA,unknown,1.0,hypothesis,manual_static,0x69F1|0x69F4|0x69F7|0x8649|0x8817|0x8830,,call_xref_lcalls=6; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6A12,unknown,1.0,hypothesis,manual_static,0x6319|0x8812|0x882B,,call_xref_lcalls=3; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6A30,unknown,2.0,hypothesis,manual_static,0x869A|0x86D0,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6A6E,unknown,1.0,hypothesis,manual_static,0x7FF6|0xB466,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6A71,unknown,1.0,hypothesis,manual_static,0x8E55,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6A7A,unknown,1.0,hypothesis,manual_static,0xB3DE,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6A7D,unknown,2.0,hypothesis,manual_static,0x8E80,,call_xref_lcalls=1; bb_parent_hits=7,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6AF9,unknown,1.0,hypothesis,manual_static,0x6596,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6B14,unknown,2.0,hypothesis,manual_static,0x8F55,,call_xref_lcalls=1; bb_parent_hits=10,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6B57,state_reader_or_packet_builder,6.0,hypothesis,callgraph_match,0x62F8|0xB47C,,packet_window@0x5003-0x5010; call_xref_lcalls=2; bb_parent_hits=25,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6C06,unknown,1.0,hypothesis,manual_static,0x949C|0xA207,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6C07,unknown,1.0,hypothesis,manual_static,0x637A|0x63AC|0x6417|0x642B|0x6444|0x6461|0x6484|0x6495|0x64AD|0x64C2|0x64E3|0x64FB|0x6513|0x65D0|0x65E8|0x65F6|0x667E|0x66C9|0x6BB3|0x7F71|0x8071|0x80BB|0x86F7|0x8702|0x8F16|0x8F85|0x9474|0x9487|0x94AD|0x94D2|0x9518|0xA230|0xA27B|0xA31B|0xB319,,call_xref_lcalls=35; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6C11,unknown,1.0,hypothesis,manual_static,0x63D1|0x6650|0xA2EE|0xAE08,,call_xref_lcalls=4; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6C2F,unknown,2.0,hypothesis,manual_static,0x647C|0x648D,,aux@0x3298/0x32A2; call_xref_lcalls=2; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6C36,unknown,1.0,hypothesis,manual_static,0x640F|0x6459|0x64BA|0x64DB|0x64F3|0x650B,,call_xref_lcalls=6; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6C48,unknown,1.0,hypothesis,manual_static,0x94BC,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6C57,unknown,1.0,hypothesis,manual_static,0xA20F,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6C5C,unknown,1.0,hypothesis,manual_static,0x7FA9|0x86E6|0x86F2,,call_xref_lcalls=3; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6C61,unknown,1.0,hypothesis,manual_static,0x86EC|0x86FD|0x8EB8,,call_xref_lcalls=3; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6C66,state_reader_or_packet_builder,3.0,hypothesis,manual_static,0x871E,,aux@0x3298/0x32A2; call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6CA0,unknown,2.0,hypothesis,manual_static,0x7F78,,aux@0x3298/0x32A2; call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6F5B,unknown,1.0,hypothesis,manual_static,0x7FFD,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6F6A,unknown,2.0,hypothesis,manual_static,0x7F92|0x7FCB,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x6F83,state_reader_or_packet_builder,4.0,hypothesis,manual_static,0x62F5|0x715B,,call_xref_lcalls=2; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x714C,state_reader_or_packet_builder,7.0,hypothesis,callgraph_match,0x651C,0x722E,packet_window@0x5003-0x5010; call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x722E,state_update_worker,9.0,probable,callgraph_match,0x714C,,queue@0x329C; packet_window@0x5003-0x5010; aux@0x3298/0x32A2; call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x7F5B,dispatcher_or_router,4.0,hypothesis,manual_static,0xB435,,aux@0x3298/0x32A2; call_xref_lcalls=1; bb_parent_hits=13,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8012,state_update_worker,3.0,hypothesis,manual_static,0x7F68,,aux@0x3298/0x32A2; call_xref_lcalls=1; bb_parent_hits=9,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x805D,state_update_worker,6.0,hypothesis,callgraph_match,0xB47F,,packet_window@0x5003-0x5010; aux@0x3298/0x32A2; call_xref_lcalls=1; bb_parent_hits=7,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8637,unknown,2.0,hypothesis,manual_static,0xB489,,call_xref_lcalls=1; bb_parent_hits=5,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x866A,state_update_worker,3.0,hypothesis,manual_static,0xB479,,call_xref_lcalls=1; bb_parent_hits=13,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x86DE,dispatcher_or_router,4.0,hypothesis,manual_static,0x800F,,aux@0x3298/0x32A2; call_xref_lcalls=1; bb_parent_hits=7,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8808,dispatcher_or_router,6.0,hypothesis,manual_static,0xB438,,queue@0x329C; aux@0x3298/0x32A2; call_xref_lcalls=1; bb_parent_hits=14,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x889F,dispatcher_or_router,13.0,probable,callgraph_match,0xB445,,queue@0x329C; selector@0x329D; packet_window@0x5003-0x5010; call_xref_lcalls=1; bb_parent_hits=34,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,medium,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8989,unknown,1.0,hypothesis,manual_static,0x8914,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8999,unknown,1.0,hypothesis,manual_static,0x892A,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x89B1,unknown,1.0,hypothesis,manual_static,0x893F,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x89C9,unknown,6.0,hypothesis,callgraph_match,0x8954,,packet_window@0x5003-0x5010; call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,medium,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x89DD,unknown,1.0,hypothesis,manual_static,0x8969,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x89F9,unknown,1.0,hypothesis,manual_static,0x8991|0x89A1|0x89B9|0x89D1|0x89E5,,call_xref_lcalls=5; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8AA6,state_update_worker,6.0,hypothesis,callgraph_match,0x6605,,packet_window@0x5003-0x5010; call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8E2D,unknown,1.0,hypothesis,manual_static,0x6384,,call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8E4C,state_reader_or_packet_builder,6.0,hypothesis,callgraph_match,0xB476,,packet_window@0x5003-0x5010; call_xref_lcalls=1; bb_parent_hits=8,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8E8E,unknown,1.0,hypothesis,manual_static,0x63EB|0x63F0|0x7FE1,,call_xref_lcalls=3; bb_parent_hits=5,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8E9C,unknown,1.0,hypothesis,manual_static,0xA220,,call_xref_lcalls=1; bb_parent_hits=4,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8EAA,unknown,3.0,hypothesis,manual_static,0x62F2,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8EF6,unknown,2.0,hypothesis,manual_static,0x633A|0x6360,,call_xref_lcalls=2; bb_parent_hits=6,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
A03_A04,A04_28.PZU,0x8F1B,unknown,1.0,hypothesis,manual_static,0x6342|0x6368,,call_xref_lcalls=2; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,low,A03/A04-specific candidate; DKS 0x5A7F used only as structural comparator
