branch,file,screen_name,device_version,slot,module_label,label_confidence,function_addr,candidate_role,module_presence_confidence,function_candidate_confidence,evidence_level,evidence_sources,xdata_refs,calls_in,calls_out,call_targets,packet_export_path,related_known_chain,score,notes
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X03,MDS,confirmed_from_screen,0x613C,mds_event_generation,confirmed,confirmed,code_direct,function_map|mds_mup_module_candidates|output_control_candidates,55,1,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.870,screen-level module presence is separate from function candidate confidence; MDS kept separate from generic input-board logic
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X03,MDS,confirmed_from_screen,0x5A7F,mds_state_update,confirmed,hypothesis,code_indirect,function_map|mds_mup_module_candidates,0,95,0,,unknown,packet/export path,0.500,screen-level module presence is separate from function candidate confidence; MDS kept separate from generic input-board logic; link to 0x728A/0x6833/0x5A7F chain remains hypothesis unless direct module dispatch proof appears
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X04,unknown_MSHS_like,uncertain_from_screen,0x497A,unknown_module_dispatcher,hypothesis,hypothesis,code_indirect,function_map|input_board_core_matrix|output_control_candidates,47,0,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.408,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X04,unknown_MSHS_like,uncertain_from_screen,0x613C,unknown_module_state_update,hypothesis,hypothesis,code_indirect,function_map|output_control_candidates,55,1,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.370,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X04,unknown_MSHS_like,uncertain_from_screen,0x737C,unknown_module_dispatcher,hypothesis,unknown,heuristic_only,function_map|output_control_candidates,17,1,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.238,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X04,unknown_MSHS_like,uncertain_from_screen,0x6833,unknown_module_state_update,hypothesis,unknown,heuristic_only,function_map|output_control_candidates,18,2,0,,unknown,auto-like output start path,0.192,screen-level module presence is separate from function candidate confidence; link to 0x728A/0x6833/0x5A7F chain remains hypothesis unless direct module dispatch proof appears
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X04,unknown_MSHS_like,uncertain_from_screen,0x5EDC,unknown_module_dispatcher,hypothesis,unknown,heuristic_only,function_map|output_control_candidates,15,1,0,,unknown,,0.180,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X04,unknown_MSHS_like,uncertain_from_screen,0x7D85,unknown_module_state_update,hypothesis,unknown,heuristic_only,function_map,41,2,0,,unknown,,0.164,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X04,unknown_MSHS_like,uncertain_from_screen,0x6ACB,unknown_module_state_update,hypothesis,unknown,heuristic_only,function_map,23,1,1,0x5E78,unknown,,0.092,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X04,unknown_MSHS_like,uncertain_from_screen,0x84A6,unknown_module_dispatcher,hypothesis,unknown,heuristic_only,function_map,14,2,0,,unknown,0x497A->0x737C->0x613C->0x84A6->0x728A,0.056,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X04,unknown_MSHS_like,uncertain_from_screen,0x728A,unknown_module_dispatcher,hypothesis,unknown,heuristic_only,function_map,9,1,0,,unknown,mode_gate (manual packet-only vs auto output+packet),0.036,screen-level module presence is separate from function candidate confidence; link to 0x728A/0x6833/0x5A7F chain remains hypothesis unless direct module dispatch proof appears
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X05,unknown_MEK_like,uncertain_from_screen,0x497A,unknown_module_dispatcher,hypothesis,hypothesis,code_indirect,function_map|input_board_core_matrix|output_control_candidates,47,0,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.408,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X05,unknown_MEK_like,uncertain_from_screen,0x613C,unknown_module_state_update,hypothesis,hypothesis,code_indirect,function_map|output_control_candidates,55,1,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.370,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X05,unknown_MEK_like,uncertain_from_screen,0x737C,unknown_module_dispatcher,hypothesis,unknown,heuristic_only,function_map|output_control_candidates,17,1,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.238,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X05,unknown_MEK_like,uncertain_from_screen,0x6833,unknown_module_state_update,hypothesis,unknown,heuristic_only,function_map|output_control_candidates,18,2,0,,unknown,auto-like output start path,0.192,screen-level module presence is separate from function candidate confidence; link to 0x728A/0x6833/0x5A7F chain remains hypothesis unless direct module dispatch proof appears
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X05,unknown_MEK_like,uncertain_from_screen,0x5EDC,unknown_module_dispatcher,hypothesis,unknown,heuristic_only,function_map|output_control_candidates,15,1,0,,unknown,,0.180,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X05,unknown_MEK_like,uncertain_from_screen,0x7D85,unknown_module_state_update,hypothesis,unknown,heuristic_only,function_map,41,2,0,,unknown,,0.164,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X05,unknown_MEK_like,uncertain_from_screen,0x6ACB,unknown_module_state_update,hypothesis,unknown,heuristic_only,function_map,23,1,1,0x5E78,unknown,,0.092,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X05,unknown_MEK_like,uncertain_from_screen,0x84A6,unknown_module_dispatcher,hypothesis,unknown,heuristic_only,function_map,14,2,0,,unknown,0x497A->0x737C->0x613C->0x84A6->0x728A,0.056,screen-level module presence is separate from function candidate confidence
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X05,unknown_MEK_like,uncertain_from_screen,0x728A,unknown_module_dispatcher,hypothesis,unknown,heuristic_only,function_map,9,1,0,,unknown,mode_gate (manual packet-only vs auto output+packet),0.036,screen-level module presence is separate from function candidate confidence; link to 0x728A/0x6833/0x5A7F chain remains hypothesis unless direct module dispatch proof appears
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X06,MUP,confirmed_from_screen,0x497A,mup_feedback_check,confirmed,probable,code_direct,function_map|input_board_core_matrix|mds_mup_module_candidates|output_control_candidates,47,0,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.836,screen-level module presence is separate from function candidate confidence; MUP not equated with MVK/output module
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X06,MUP,confirmed_from_screen,0x613C,mup_feedback_check,confirmed,probable,code_direct,function_map|mds_mup_module_candidates|output_control_candidates,55,1,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.798,screen-level module presence is separate from function candidate confidence; MUP not equated with MVK/output module
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X06,MUP,confirmed_from_screen,0x5A7F,packet_export_bridge,confirmed,hypothesis,code_indirect,function_map|mds_mup_module_candidates,0,95,0,,unknown,packet/export path,0.428,screen-level module presence is separate from function candidate confidence; MUP not equated with MVK/output module; link to 0x728A/0x6833/0x5A7F chain remains hypothesis unless direct module dispatch proof appears
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X07,PVK,confirmed_from_screen,0x497A,pvk_unknown_dispatcher,confirmed,hypothesis,code_indirect,function_map|input_board_core_matrix|output_control_candidates,47,0,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.408,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X07,PVK,confirmed_from_screen,0x613C,pvk_state_or_feedback,confirmed,hypothesis,code_indirect,function_map|output_control_candidates,55,1,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.370,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X07,PVK,confirmed_from_screen,0x737C,pvk_unknown_dispatcher,confirmed,unknown,heuristic_only,function_map|output_control_candidates,17,1,0,,possible,0x497A->0x737C->0x613C->0x84A6->0x728A,0.238,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X07,PVK,confirmed_from_screen,0x6833,pvk_state_or_feedback,confirmed,unknown,heuristic_only,function_map|output_control_candidates,18,2,0,,unknown,auto-like output start path,0.192,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family; link to 0x728A/0x6833/0x5A7F chain remains hypothesis unless direct module dispatch proof appears
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X07,PVK,confirmed_from_screen,0x5EDC,pvk_unknown_dispatcher,confirmed,unknown,heuristic_only,function_map|output_control_candidates,15,1,0,,unknown,,0.180,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X07,PVK,confirmed_from_screen,0x7D85,pvk_state_or_feedback,confirmed,unknown,heuristic_only,function_map,41,2,0,,unknown,,0.164,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X07,PVK,confirmed_from_screen,0x6ACB,pvk_state_or_feedback,confirmed,unknown,heuristic_only,function_map,23,1,1,0x5E78,unknown,,0.092,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X07,PVK,confirmed_from_screen,0x84A6,pvk_unknown_dispatcher,confirmed,unknown,heuristic_only,function_map,14,2,0,,unknown,0x497A->0x737C->0x613C->0x84A6->0x728A,0.056,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
90CYE_DKS,90CYE04_19_DKS.PZU,90CYE04,ППКП-01Ф-19.02,X07,PVK,confirmed_from_screen,0x728A,pvk_unknown_dispatcher,confirmed,unknown,heuristic_only,function_map,9,1,0,,unknown,mode_gate (manual packet-only vs auto output+packet),0.036,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family; link to 0x728A/0x6833/0x5A7F chain remains hypothesis unless direct module dispatch proof appears
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X03,MDS,confirmed_from_screen,0x758B,mds_event_generation,confirmed,confirmed,code_direct,function_map|mash_handler_deep_trace_summary|mds_mup_module_candidates|output_control_candidates,68,1,0,,possible,,0.920,screen-level module presence is separate from function candidate confidence; MDS kept separate from generic input-board logic
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X03,MDS,confirmed_from_screen,0x53E6,mds_event_generation,confirmed,confirmed,code_direct,function_map|mds_mup_module_candidates|output_control_candidates,180,2,0,,possible,,0.870,screen-level module presence is separate from function candidate confidence; MDS kept separate from generic input-board logic
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X03,MDS,confirmed_from_screen,0xA3FD,mds_event_generation,confirmed,probable,code_indirect,function_map|mds_mup_module_candidates|output_control_candidates,5,1,0,,possible,,0.690,screen-level module presence is separate from function candidate confidence; MDS kept separate from generic input-board logic
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X04,PVK,confirmed_from_screen,0x758B,pvk_unknown_dispatcher,confirmed,hypothesis,code_indirect,function_map|mash_handler_deep_trace_summary|output_control_candidates,68,1,0,,possible,,0.450,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X04,PVK,confirmed_from_screen,0x53E6,pvk_unknown_dispatcher,confirmed,hypothesis,code_indirect,function_map|output_control_candidates,180,2,0,,possible,,0.370,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X04,PVK,confirmed_from_screen,0xAB62,pvk_unknown_dispatcher,confirmed,hypothesis,code_indirect,function_map|input_board_core_matrix|mash_handler_deep_trace_summary|output_control_candidates,13,1,0,,possible,,0.352,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X04,PVK,confirmed_from_screen,0x9407,pvk_state_or_feedback,confirmed,unknown,heuristic_only,function_map|output_control_candidates,43,1,0,,unknown,,0.292,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X04,PVK,confirmed_from_screen,0x7EDA,pvk_state_or_feedback,confirmed,unknown,heuristic_only,function_map,51,4,0,,unknown,,0.200,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X04,PVK,confirmed_from_screen,0xA3FD,pvk_unknown_dispatcher,confirmed,unknown,heuristic_only,function_map|output_control_candidates,5,1,0,,possible,,0.190,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X04,PVK,confirmed_from_screen,0x4F87,pvk_state_or_feedback,confirmed,unknown,heuristic_only,function_map,36,1,0,,unknown,,0.144,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X04,PVK,confirmed_from_screen,0x9C99,pvk_state_or_feedback,confirmed,unknown,heuristic_only,function_map|output_control_candidates,0,6,0,,unknown,,0.120,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X04,PVK,confirmed_from_screen,0x6BB7,pvk_unknown_dispatcher,confirmed,unknown,heuristic_only,function_map,27,1,0,,unknown,,0.108,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X04,PVK,confirmed_from_screen,0x9A24,pvk_unknown_dispatcher,confirmed,unknown,heuristic_only,function_map,8,1,0,,unknown,,0.032,screen-level module presence is separate from function candidate confidence; PVK role unresolved; kept as unknown candidate family
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X05,MASH,confirmed_from_screen,0x758B,mash_event_generation,confirmed,probable,code_indirect,function_map|mash_handler_deep_trace_summary|output_control_candidates,68,1,0,,possible,,0.670,screen-level module presence is separate from function candidate confidence
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X05,MASH,confirmed_from_screen,0xAB62,mash_event_generation,confirmed,probable,code_indirect,function_map|input_board_core_matrix|mash_handler_deep_trace_summary|output_control_candidates,13,1,0,,possible,,0.572,screen-level module presence is separate from function candidate confidence
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X06,MASH,confirmed_from_screen,0x758B,mash_event_generation,confirmed,probable,code_indirect,function_map|mash_handler_deep_trace_summary|output_control_candidates,68,1,0,,possible,,0.670,screen-level module presence is separate from function candidate confidence
RTOS_service,ppkp2001 90cye01.PZU,90CYE01,ППКП-01Ф-20.01,X06,MASH,confirmed_from_screen,0xAB62,mash_event_generation,confirmed,probable,code_indirect,function_map|input_board_core_matrix|mash_handler_deep_trace_summary|output_control_candidates,13,1,0,,possible,,0.572,screen-level module presence is separate from function candidate confidence
