branch,file,function_addr,candidate_pattern,operations,constants,loop_signature,packet_context,confidence,evidence_level,notes
RTOS_service,ppkp2001 90cye01.PZU,0x43CC,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-4",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x43DA,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-9",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x43EF,xor_add_rotate_accumulation_candidate,ANL,"A,#0xF0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x4345,xor_add_rotate_accumulation_candidate,DJNZ,"R6,-69",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x764A,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x43FF,xor_add_rotate_accumulation_candidate,DJNZ,"R2,-30",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x4401,xor_add_rotate_accumulation_candidate,DJNZ,"R1,-34",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x4416,xor_add_rotate_accumulation_candidate,ANL,"A,#0xC8",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x4299,xor_add_rotate_accumulation_candidate,ANL,"A,#0x01",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x42AB,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-33",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x7657,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x765A,xor_add_rotate_accumulation_candidate,ANL,"A,#0xF0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x9289,xor_add_rotate_accumulation_candidate,ANL,"A,#0xC0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x9290,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x9297,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x7668,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x7675,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x7678,xor_add_rotate_accumulation_candidate,ANL,"A,#0xF0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x76F4,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-19",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x7424,xor_add_rotate_accumulation_candidate,ANL,"A,#0x7F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x9194,xor_add_rotate_accumulation_candidate,DJNZ,"R3,-9",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x91E5,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2001 90cye01.PZU,0x91E7,xor_add_rotate_accumulation_candidate,ADD,"A,#0x30",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x4219,xor_add_rotate_accumulation_candidate,ANL,"A,#0xC0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x48B6,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-4",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x48B8,xor_add_rotate_accumulation_candidate,DJNZ,"R6,-8",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x4976,xor_add_rotate_accumulation_candidate,ANL,"A,#0xE0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x49B6,xor_add_rotate_accumulation_candidate,ANL,"A,#0xE0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x4AA7,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-4",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x5A0F,xor_add_rotate_accumulation_candidate,DJNZ,"R1,-6",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x4A56,xor_add_rotate_accumulation_candidate,DJNZ,"0xF0,-23",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x4A8C,xor_add_rotate_accumulation_candidate,DJNZ,"R2,-22",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x444E,xor_add_rotate_accumulation_candidate,ANL,"A,#0x07",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x7607,xor_add_rotate_accumulation_candidate,ANL,"A,#0xE4",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x7672,xor_add_rotate_accumulation_candidate,ANL,"A,#0x10",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x7677,xor_add_rotate_accumulation_candidate,ANL,"A,#0x03",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x769D,xor_add_rotate_accumulation_candidate,ANL,"A,#0x80",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x76A6,xor_add_rotate_accumulation_candidate,DJNZ,"R2,-12",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x4257,xor_add_rotate_accumulation_candidate,ANL,"A,#0xC0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x42B1,xor_add_rotate_accumulation_candidate,ANL,"A,#0x03",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x4345,xor_add_rotate_accumulation_candidate,DJNZ,"R6,-69",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x76CA,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x438F,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0C",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x4394,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0C",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x439C,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-16",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x43A6,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0C",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x43AA,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-7",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x43AC,xor_add_rotate_accumulation_candidate,DJNZ,"R6,-11",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x43B8,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-4",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x43BA,xor_add_rotate_accumulation_candidate,DJNZ,"R6,-8",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x43CF,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-16",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x43D9,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-4",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x43E7,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-9",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x43FC,xor_add_rotate_accumulation_candidate,ANL,"A,#0xF0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x4299,xor_add_rotate_accumulation_candidate,ANL,"A,#0x01",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x42AB,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-33",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x76D7,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x76DA,xor_add_rotate_accumulation_candidate,ANL,"A,#0xF0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x440C,xor_add_rotate_accumulation_candidate,DJNZ,"R2,-30",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x440E,xor_add_rotate_accumulation_candidate,DJNZ,"R1,-34",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x4423,xor_add_rotate_accumulation_candidate,ANL,"A,#0xC8",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x76E8,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x76F5,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x76F8,xor_add_rotate_accumulation_candidate,ANL,"A,#0xF0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x7706,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x740A,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2012 a01.PZU,0x7493,xor_add_rotate_accumulation_candidate,ANL,"A,#0x7F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x4219,xor_add_rotate_accumulation_candidate,ANL,"A,#0xC0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x4837,xor_add_rotate_accumulation_candidate,DJNZ,"R2,-6",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x4845,xor_add_rotate_accumulation_candidate,DJNZ,"R1,-4",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x4257,xor_add_rotate_accumulation_candidate,ANL,"A,#0xC0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x42FC,xor_add_rotate_accumulation_candidate,ANL,"A,#0x03",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x42D1,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-93",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x438A,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-69",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x443B,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-4",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x4449,xor_add_rotate_accumulation_candidate,DJNZ,"R7,-9",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x445B,xor_add_rotate_accumulation_candidate,DJNZ,"R1,-13",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x740C,xor_add_rotate_accumulation_candidate,ANL,"A,#0xA7",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x4427,xor_add_rotate_accumulation_candidate,ANL,"A,#0x0F",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x44A5,xor_add_rotate_accumulation_candidate,ANL,"A,#0xF0",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x44B5,xor_add_rotate_accumulation_candidate,DJNZ,"R2,-30",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x44B7,xor_add_rotate_accumulation_candidate,DJNZ,"R1,-34",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
RTOS_service,ppkp2019 a02.PZU,0x44CC,xor_add_rotate_accumulation_candidate,ANL,"A,#0xC8",single-op hit in neighborhood,near packet/service candidate window,low,static_code,needs explicit buffer loop/table linkage for checksum proof
